"","unique.cellid","unique.tissueid","CGP.cellid","CCLE.cellid","GSK.cellid","GRAY.cellid","GNE.cellid","CTRP.cellid","CGP_EMTAB3610.cellid","GDSC_rnaseq.cellid","CCLE_exome.cellid","CCLE_rnaseq.cellid","GDSC.SNP.cellid","Ben_Neel.cellid","CTRPv2.cellid","gCSI.cellid","GDSC1000.cellid","NCI60.cellid","PRISM.cellid","CGP.tissueid","CCLE.tissueid","GSK.tissueid","GRAY.tissueid","GNE.tissueid","CTRP.tissueid","CGP_EMTAB3610.tissueid","CCLE_rnaseq.tissueid","GDSC.SNP.tissueid","Cescon.cellid","Ben_Neel.tissueid","COSMIC.tissueid","CTRPv2.tissueid","gCSI.tissueid","GDSC1000.tissueid","Cleveland.cellid","Cleveland.tissueid","FIMM.cellid","FIMM.tissueid","NCI60.tissueid","PRISM.tissueid","Cellosaurus.Accession.id","PharmacoDB.id","GDSC_Exome.cellid","unique.tissueid.fromstudies","Cellosaurus.Disease.Type","CellLine.Type","Metastatic","DepMap.cellid","MITMel.cellid","MITMel.tissueid","VISAGE.cellid","VISAGE.tissueid"
"2009","TYK-nu","Ovary/Fallopian Tube","TYK-nu","TYK-nu",NA,NA,"TYK-nu","TYKNU","TYK-nu",NA,"TYK-nu","TYK-nu","TYK-nu",NA,"TYKNU","TYK-nu","TYK-nu",NA,NA,"ovary","ovary",NA,NA,"Ovary","OVARY","ovary","ovary","urogenital_system",NA,NA,"ovary","ovary","Ovary","ovary","TYKNU","ovary",NA,NA,NA,NA,"CVCL_1776","TYKnu_1614_2019","TYK-nu","ovary","High grade ovarian serous adenocarcinoma","Cancer cell line",NA,"ACH-000430",NA,NA,NA,NA
"2010","TYK-nu.CP-r","Ovary/Fallopian Tube",NA,NA,NA,NA,"TYK-nu.CP-r",NA,NA,NA,NA,NA,NA,NA,NA,"TYK-nu.CP-r",NA,NA,NA,NA,NA,NA,NA,"Ovary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_3221","TYKnu.CPr_1615_2019",NA,"ovary","High grade ovarian serous adenocarcinoma","Cancer cell line",NA,NA,NA,NA,NA,NA
"2011","Takigawa","Esophagus/Stomach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_3176","Takigawa_1563_2019",NA,"stomach","Gastric adenocarcinoma","Cancer cell line",TRUE,NA,NA,NA,NA,NA
"2012","Tanoue","Lymphoid",NA,NA,"TANOUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hematopoietic_and_lymphatic_system",NA,NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanoue20132021_",NA,"haematopoietic_and_lymphoid_tissue","Childhood B acute lymphoblastic leukemia",NA,NA,NA,NA,NA,NA,NA
"2013","Tera-1","Testis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2776","Tera1_1587_2019",NA,"testis","Embryonal carcinoma","Cancer cell line",NA,NA,NA,NA,NA,NA
"2014","Tm87-16","Other",NA,"TM-87///TM-87;TM87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TM87-16",NA,NA,NA,"TM87_SOFT_TISSUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rhabdoid","CVCL_8001","TM8716_1599_2019",NA,NA,"Extrarenal rhabdoid tumor","Cancer cell line",TRUE,"ACH-000172",NA,NA,NA,NA
"2015","Toledo","Lymphoid",NA,"Toledo","TOLEDO",NA,"Toledo",NA,NA,NA,"Toledo","Toledo",NA,NA,"TOLEDO","Toledo",NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system",NA,"Lymph Node",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,"CVCL_3611","Toledo_1603_2019",NA,"haematopoietic_and_lymphoid_tissue","Diffuse large B-cell lymphoma","Cancer cell line",NA,"ACH-000285",NA,NA,NA,NA
"2016","U-118MG","CNS/Brain","U-118-MG","U-118 MG",NA,NA,NA,NA,"U-118-MG",NA,"U-118_MG","U-118_MG","U-118-MG",NA,"U118MG",NA,"U-118-MG",NA,"U118MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system",NA,NA,NA,NA,"Brain","central_nervous_system","nervous_system",NA,NA,"central_nervous_system","central_nervous_system",NA,"central_nervous_system","U118MG","central_nervous_system",NA,NA,NA,"central_nervous_system","CVCL_0633","U118MG_1616_2019","U-118-MG","central_nervous_system","Astrocytoma","Cancer cell line",NA,"ACH-000040",NA,NA,NA,NA
"2017","U-138MG","CNS/Brain",NA,"U-138 MG","U138MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"central_nervous_system","cns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0020","U138MG_1617_2019",NA,"central_nervous_system","Astrocytoma","Cancer cell line",NA,"ACH-001214",NA,NA,NA,NA
"2018","U-178MG","CNS/Brain",NA,"U-178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"central_nervous_system",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_A758","U178_1618_2019",NA,"central_nervous_system","Astrocytoma","Cancer cell line",NA,"ACH-000208",NA,NA,NA,NA
"2019","U-251/H.Fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U-251/H.Fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CNS Cancer",NA,NA,"U-251/H.Fine20202021_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","U-251MG","CNS/Brain","U251","U-251 MG","U251",NA,NA,NA,"U251","U251","U-251_MG","U-251_MG","U251",NA,"U251MG",NA,"U251","U251///CNS.U251","U251MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system","cns",NA,NA,NA,"Brain","central_nervous_system","nervous_system",NA,NA,"central_nervous_system","central_nervous_system",NA,"central_nervous_system","U251MG","central_nervous_system",NA,NA,"CNS Cancer///Central nervous system","central_nervous_system","CVCL_0021","U251_1628_2019","U251","central_nervous_system","Astrocytoma","Cancer cell line",NA,"ACH-000232",NA,NA,NA,NA
"2021","U-2904","Lymphoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_X504","U-290420222021_",NA,NA,NA,NA,NA,"ACH-001677",NA,NA,NA,NA
"2022","U-2932","Lymphoid",NA,NA,NA,NA,"U-2932",NA,NA,NA,NA,NA,NA,NA,NA,"U-2932",NA,NA,NA,NA,NA,NA,NA,"Blood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_1896","U2932_1621_2019",NA,"haematopoietic_and_lymphoid_tissue","Diffuse large B-cell lymphoma activated B-cell type","Cancer cell line",NA,NA,NA,NA,NA,NA
"2023","U-343MGa","CNS/Brain",NA,"U343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"central_nervous_system",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_4773","U343_1631_2019",NA,"central_nervous_system","Glioblastoma","Cancer cell line",NA,"ACH-000036",NA,NA,NA,NA
"2024","U-373/H.Fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U-373/H.Fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CNS Cancer",NA,NA,"U-373/H.Fine20252021_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2025","U-698-M","Lymphoid","U-698-M",NA,NA,NA,"U-698-M",NA,"U-698-M","U-698-M",NA,NA,"U-698-M",NA,NA,"U-698-M","U-698-M",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,"Lymph Node",NA,"Blood",NA,"blood",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,"Lymphoid","haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,"CVCL_0017","U698M_1622_2019","U-698-M","haematopoietic_and_lymphoid_tissue","Lymphoblastic lymphoma","Cancer cell line",NA,"ACH-001680",NA,NA,NA,NA
"2026","U-87/H.Fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U-87/H.Fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CNS Cancer",NA,NA,"U-87/H.Fine20272021_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2027","U-87MG ATCC","CNS/Brain","U-87-MG","U-87 MG","U87MG",NA,NA,NA,"U-87-MG",NA,"U-87_MG","U-87_MG","U-87-MG",NA,"U87MG","U-87 MG","U-87-MG",NA,NA,"central_nervous_system","central_nervous_system","cns",NA,NA,NA,"Brain","central_nervous_system","nervous_system",NA,NA,"central_nervous_system","central_nervous_system","Brain","central_nervous_system","U87MG","central_nervous_system",NA,NA,NA,NA,"CVCL_0022","U87MG_1623_2019","U-87-MG","central_nervous_system","Glioblastoma","Cancer cell line",NA,"ACH-000075",NA,NA,NA,NA
"2028","U-937","Myeloid",NA,"U-937",NA,NA,"U-937","U937",NA,NA,"U-937","U-937",NA,NA,"U937","U-937",NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,"Blood","HEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Blood",NA,NA,NA,NA,NA,NA,NA,"CVCL_0007","U937_1624_2019",NA,"haematopoietic_and_lymphoid_tissue","Adult acute monocytic leukemia","Cancer cell line",NA,"ACH-000406",NA,NA,NA,NA
"2029","U-BLC1","Bladder/Urinary Tract",NA,"U-BLC1",NA,NA,NA,NA,NA,NA,"U-BLC1","U-BLC1",NA,NA,"UBLC1",NA,NA,NA,"UBLC1_URINARY_TRACT",NA,"urinary_tract",NA,NA,NA,NA,NA,"urinary_tract",NA,NA,NA,"urinary_tract","urinary_tract",NA,NA,"UBLC1","urinary_tract",NA,NA,NA,"urinary_tract","CVCL_2738","UBLC1_1625_2019",NA,"urinary_tract","Bladder carcinoma","Cancer cell line",NA,"ACH-000741",NA,NA,NA,NA
"2030","U-CH1","Bone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U-CH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bone",NA,NA,NA,NA,NA,NA,"CVCL_4988","UCH1_1626_2019",NA,NA,"Sacral chordoma","Cancer cell line",NA,"ACH-002335",NA,NA,NA,NA
"2031","U-CH2","Bone",NA,NA,NA,NA,NA,NA,NA,"U-CH2",NA,NA,"U-CH2",NA,NA,NA,"U-CH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"placenta",NA,NA,NA,NA,NA,NA,"CVCL_4989","UCH2_1627_2019","U-CH2","placenta","Sacral chordoma","Cancer cell line",NA,"ACH-002204",NA,NA,NA,NA
"2032","U-HO1","Lymphoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2220","U-HO120332021_",NA,NA,NA,NA,NA,"ACH-001685",NA,NA,NA,NA
"2033","U118/H.Fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U118/H.Fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CNS Cancer",NA,NA,"U118/H.Fine20342021_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2034","U266B1","Lymphoid","U-266","U266B1","U266B1",NA,"U266B1",NA,"U-266","U-266","U266B1","U266B1","U-266",NA,"U266B1","U266B1","U-266",NA,NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system",NA,NA,NA,"Blood","haematopoietic_and_lymphoid_tissue","blood",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,"Blood","haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,"CVCL_0566","U266_1620_2019","U-266","haematopoietic_and_lymphoid_tissue","Plasma cell myeloma",NA,NA,"ACH-000626",NA,NA,NA,NA
"2035","U2OS","Bone","U-2-OS","U-2 OS","U20S",NA,"U-2 OS","U2OS","U-2-OS",NA,"U-2_OS","U-2_OS","U-2-OS",NA,"U2OS","U-2 OS","U-2-OS",NA,"U2OS_BONE","bone","bone","sarcoma",NA,"Bone","BONE","bone","bone","bone",NA,NA,"bone","bone","Bone","bone","U2OS","bone",NA,NA,NA,"bone","CVCL_0042","U2OS_1619_2019","U-2-OS","bone","Osteosarcoma","Cancer cell line",NA,"ACH-000364",NA,NA,NA,NA
"2036","UABLG22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UABLG22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non-Small Cell Lung Cancer",NA,NA,"UABLG2220372021_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2037","UABMEL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UABMEL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melanoma",NA,NA,"UABMEL320382021_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2038","UACC-257","Skin","UACC-257","UACC-257","UACC257",NA,"UACC-257",NA,"UACC-257",NA,"UACC-257","UACC-257","UACC-257",NA,"UACC257","UACC-257","UACC-257","UACC-257///ME.UACC.257","UACC257_SKIN","haematopoietic_and_lymphoid_tissue","skin","skin",NA,"Skin",NA,"Skin","haematopoietic_and_lymphoid_tissue","skin",NA,NA,"haematopoietic_and_lymphoid_tissue","skin",NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,"Melanoma","skin","CVCL_1779","UACC257_1632_2019","UACC-257","haematopoietic_and_lymphoid_tissue","Melanoma","Cancer cell line",NA,"ACH-000579","UACC257","Skin",NA,NA
"2039","UACC-3199","Breast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uacc3199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"breast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_4042","UACC3199_1633_2019",NA,"breast","Invasive ductal carcinoma, not otherwise specified","Cancer cell line",TRUE,NA,NA,NA,NA,NA
"2040","UACC-62","Skin","UACC-62","UACC-62","UACC62",NA,NA,NA,"UACC-62",NA,"UACC-62","UACC-62","UACC-62",NA,"UACC62","UACC-62","UACC-62","UACC-62///ME.UACC.62","UACC62_SKIN","haematopoietic_and_lymphoid_tissue","skin","skin",NA,NA,NA,"Skin","haematopoietic_and_lymphoid_tissue","skin",NA,NA,"haematopoietic_and_lymphoid_tissue","skin","Skin","haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,"Melanoma","skin","CVCL_1780","UACC62_1634_2019","UACC-62","haematopoietic_and_lymphoid_tissue","Melanoma","Cancer cell line",NA,"ACH-000425","UACC62","Skin",NA,NA
"2041","UACC-812","Breast","UACC-812","UACC-812","UACC812","UACC812","UACC-812",NA,"UACC-812","UACC-812","UACC-812","UACC-812","UACC-812","uacc812","UACC812","UACC-812","UACC-812",NA,NA,"breast","breast","breast","breast","Breast",NA,"breast","breast","breast","UAC812///UACC812","breast","breast","breast",NA,"breast",NA,NA,NA,NA,NA,NA,"CVCL_1781","UACC812_1635_2019","UACC-812","breast","Invasive ductal carcinoma, not otherwise specified","Cancer cell line",NA,"ACH-000568",NA,NA,NA,NA
"2042","UACC-893","Breast","UACC-893","UACC-893","UACC893","UACC893","UACC-893",NA,"UACC-893",NA,"UACC-893","UACC-893","UACC-893","uacc893",NA,"UACC-893","UACC-893",NA,NA,"breast","breast","breast","breast","Breast",NA,"Breast","breast","breast","UACC893","breast","breast",NA,NA,"breast",NA,NA,NA,NA,NA,NA,"CVCL_1782","UACC893_1636_2019","UACC-893","breast","Invasive ductal carcinoma, not otherwise specified","Cancer cell line",NA,"ACH-000554",NA,NA,NA,NA
"2043","UACC62SKINCJ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UACC62SKINCJ120442021_",NA,NA,NA,NA,NA,"ACH-002004",NA,NA,NA,NA
"2044","UCSD-242L","Skin",NA,NA,NA,NA,"UCSD-242l",NA,NA,NA,NA,NA,NA,NA,NA,"UCSD-242l",NA,NA,NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_M009","UCSD242l_1637_2019",NA,"skin","Melanoma","Cancer cell line",NA,NA,NA,NA,NA,NA
"2045","UD-SCC-2","Head and Neck",NA,NA,NA,NA,NA,NA,NA,"UDSCC2",NA,NA,"UDSCC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"upper_aerodigestive_tract",NA,NA,NA,NA,NA,NA,"CVCL_E325","UDSCC2_1638_2019",NA,"upper_aerodigestive_tract","Hypopharyngeal squamous cell carcinoma","Cancer cell line",NA,"ACH-002391",NA,NA,NA,NA
"2046","UE6E7T-3","Other",NA,NA,NA,NA,NA,NA,"UE6E7T-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blood",NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,"CVCL_3237","UE6E7T3_1639_2019",NA,"haematopoietic_and_lymphoid_tissue",NA,"Transformed cell line",NA,NA,NA,NA,NA,NA
"2047","UISO-BCA-1","Breast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UISO-BCA-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breast Cancer",NA,"CVCL_D249","UISO-BCA-120482021_",NA,NA,"Invasive breast carcinoma of no special type","Cancer cell line",TRUE,NA,NA,NA,NA,NA
"2048","UISO-MCC-1","Skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_E996","UISOMCC1_1640_2019",NA,"skin","Merkel cell carcinoma","Cancer cell line",NA,NA,NA,NA,NA,NA
"2049","UKE-1","Myeloid",NA,NA,NA,NA,"UKE-1",NA,NA,NA,NA,NA,NA,NA,NA,"UKE-1",NA,NA,NA,NA,NA,NA,NA,"Blood",NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0104","UKE1_1641_2019",NA,"haematopoietic_and_lymphoid_tissue","Essential thrombocythemia","Cancer cell line",NA,NA,NA,NA,NA,NA
"2050","UM-Chor1","Bone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_1D68","UM-Chor120512021_",NA,NA,NA,NA,NA,"ACH-001957",NA,NA,NA,NA
"2051","UM-RC-2","Kidney",NA,"UMRC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,"kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2739","UMRC2_1645_2019",NA,"kidney","Clear cell renal cell carcinoma","Cancer cell line",NA,"ACH-001224",NA,NA,NA,NA
"2052","UM-RC-3","Kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2740","UM-RC-320532021_",NA,NA,NA,NA,NA,"ACH-001687",NA,NA,NA,NA
"2053","UM-RC-6","Kidney",NA,"UMRC6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,"kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2741","UMRC6_1646_2019",NA,"kidney","Renal cell carcinoma","Cancer cell line",NA,"ACH-001225",NA,NA,NA,NA
"2054","UM-RC-7","Kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2742","UM-RC-720552021_",NA,NA,NA,NA,NA,"ACH-001688",NA,NA,NA,NA
"2055","UM-UC-1","Bladder/Urinary Tract",NA,"UM-UC-1",NA,NA,"UM-UC-1",NA,NA,NA,"UM-UC-1","UM-UC-1",NA,NA,"UMUC1","UM-UC-1",NA,NA,"UMUC1_URINARY_TRACT",NA,"urinary_tract",NA,NA,"Urinary Bladder",NA,NA,"urinary_tract",NA,NA,NA,"urinary_tract","urinary_tract",NA,NA,"UMUC1","urinary_tract",NA,NA,NA,"urinary_tract","CVCL_2743","UMUC1_1642_2019",NA,"urinary_tract","Bladder carcinoma","Cancer cell line",TRUE,"ACH-000834",NA,NA,NA,NA
"2056","UM-UC-10","Bladder/Urinary Tract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2744","UM-UC-1020572021_",NA,NA,NA,NA,NA,"ACH-001412",NA,NA,NA,NA
"2057","UM-UC-11","Bladder/Urinary Tract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2745","UM-UC-1120582021_",NA,NA,NA,NA,NA,"ACH-001413",NA,NA,NA,NA
"2058","UM-UC-13","Bladder/Urinary Tract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2746","UM-UC-1320592021_",NA,NA,NA,NA,NA,"ACH-001407",NA,NA,NA,NA
"2059","UM-UC-14","Bladder/Urinary Tract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2747","UM-UC-1420602021_",NA,NA,NA,NA,NA,"ACH-001408",NA,NA,NA,NA
"2060","UM-UC-16","Bladder/Urinary Tract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2748","UM-UC-1620612021_",NA,NA,NA,NA,NA,"ACH-001409",NA,NA,NA,NA
"2061","UM-UC-3","Bladder/Urinary Tract","UM-UC-3","UM-UC-3","UMUC3",NA,"UM-UC-3","UMUC3","UM-UC-3",NA,"UM-UC-3","UM-UC-3","UM-UC-3",NA,"UMUC3","UM-UC-3","UM-UC-3",NA,NA,"urinary_tract","urinary_tract","bladder",NA,"Urinary Bladder","URINARY_TRACT","Bladder","urinary_tract","urogenital_system",NA,NA,"urinary_tract","urinary_tract","Urinary","urinary_tract","UMUC3","urinary_tract",NA,NA,NA,NA,"CVCL_1783","UMUC3_1643_2019","UM-UC-3","urinary_tract","Bladder carcinoma","Cancer cell line",NA,"ACH-000522",NA,NA,NA,NA
"2062","UM-UC-4","Bladder/Urinary Tract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2749","UM-UC-420632021_",NA,NA,NA,NA,NA,"ACH-001410",NA,NA,NA,NA
"2063","UM-UC-5","Bladder/Urinary Tract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2750","UM-UC-520642021_",NA,NA,NA,NA,NA,"ACH-001411",NA,NA,NA,NA
"2064","UM-UC-6","Bladder/Urinary Tract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2751","UM-UC-620652021_",NA,NA,NA,NA,NA,"ACH-001414",NA,NA,NA,NA
"2065","UM-UC-7","Bladder/Urinary Tract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2752","UM-UC-720662021_",NA,NA,NA,NA,NA,"ACH-001415",NA,NA,NA,NA
"2066","UM-UC-9","Bladder/Urinary Tract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2753","UM-UC-920672021_",NA,NA,NA,NA,NA,"ACH-001416",NA,NA,NA,NA
